process target_operation, 0.000 MIPS,0.500 MIPS,
*thread system_controller.decision, *2.000 MIPS,*0.000 MIPS,
*thread system_controller.result, *1.000 MIPS,*0.000 MIPS,
process system_controller, 0.000 MIPS,3.000 MIPS,
*thread state_result_handler.state_result_handler, *1.000 MIPS,*0.000 MIPS,
process state_result_handler, 0.000 MIPS,1.000 MIPS,
*thread disk_handler.disk_handler, *0.500 MIPS,*0.000 MIPS,
process disk_handler, 0.000 MIPS,0.500 MIPS,
*thread weight_handler.weight, *0.100 MIPS,*0.000 MIPS,
process weight_handler, 0.000 MIPS,0.100 MIPS,
Total, 27.200 MIPS,


Detailed RAM Capacity Report

Component,Capacity
memory system_memory, 256.000 MByte,
memory media_memory, 512.000 MByte,
Total, 768.000 MByte,


Detailed RAM Budget Report

Component,Budget,Actual,Notes
*thread mission_controller.identification, *0.000 KByte,*0.000 KByte,
*thread mission_controller.navigation, *0.000 KByte,*0.000 KByte,
*thread mission_controller.operation, *0.000 KByte,*0.000 KByte,
process mission_controller, 10.000 MByte,0.000 KByte,
*thread battery_handler.battery, *0.000 KByte,*0.000 KByte,
process battery_handler, 500.000 KByte,0.000 KByte,
*thread media_handler.media, *0.000 KByte,*0.000 KByte,
process media_handler, 50.000 MByte,0.000 KByte,
*thread GPS_handler.sensor_GPS, *0.000 KByte,*0.000 KByte,
process GPS_handler, 500.000 KByte,0.000 KByte,
*thread navigation.calculate, *0.000 KByte,*0.000 KByte,
*thread navigation.drive, *0.000 KByte,*0.000 KByte,
process navigation, 5.000 MByte,0.000 KByte,
*thread motor_handler.motor_cmd, *0.000 KByte,*0.000 KByte,
*thread motor_handler.motor_feedback, *0.000 KByte,*0.000 KByte,
process motor_handler, 500.000 KByte,0.000 KByte,
*thread arm_handler.arm_cmd, *0.000 KByte,*0.000 KByte,
*thread arm_handler.arm_feedback, *0.000 KByte,*0.000 KByte,
process arm_handler, 500.000 KByte,0.000 KByte,
*thread mission_result_handler.mission_result_handler, *0.000 KByte,*0.000 KByte,
process mission_result_handler, 20.000 MByte,0.000 KByte,
*thread target_identification.target_identification, *0.000 KByte,*0.000 KByte,
process target_identification, 10.000 MByte,0.000 KByte,
*thread radar_handler.radar, *0.000 KByte,*0.000 KByte,
process radar_handler, 500.000 KByte,0.000 KByte,
*data mission_handler.mission_queue, *0.000 KByte,*0.000 KByte,
*thread mission_handler.receive, *0.000 KByte,*0.000 KByte,
*thread mission_handler.queue_management, *0.000 KByte,*0.000 KByte,
*thread mission_handler.forward, *0.000 KByte,*0.000 KByte,
process mission_handler, 3.000 MByte,0.000 KByte,
*thread target_operation.target_operation, *0.000 KByte,*0.000 KByte,
process target_operation, 2.500 MByte,0.000 KByte,
*thread system_controller.decision, *0.000 KByte,*0.000 KByte,
*thread system_controller.result, *0.000 KByte,*0.000 KByte,
process system_controller, 10.000 MByte,0.000 KByte,
*thread state_result_handler.state_result_handler, *0.000 KByte,*0.000 KByte,
process state_result_handler, 5.000 MByte,0.000 KByte,
*thread disk_handler.disk_handler, *0.000 KByte,*0.000 KByte,
process disk_handler, 2.000 MByte,0.000 KByte,
*thread weight_handler.weight, *0.000 KByte,*0.000 KByte,
process weight_handler, 500.000 KByte,0.000 KByte,
Total, 120.500 MByte,


Detailed ROM Capacity Report

Component,Capacity
memory system_memory, 0.000 KByte,
memory media_memory, 0.000 KByte,
Total, 0.000 KByte,


Detailed ROM Budget Report

Component,Budget,Actual,Notes
*thread mission_controller.identification, *0.000 KByte,*0.000 KByte,
*thread mission_controller.navigation, *0.000 KByte,*0.000 KByte,
*thread mission_controller.operation, *0.000 KByte,*0.000 KByte,
process mission_controller, 0.000 KByte,0.000 KByte,
*thread battery_handler.battery, *0.000 KByte,*0.000 KByte,
process battery_handler, 0.000 KByte,0.000 KByte,
*thread media_handler.media, *0.000 KByte,*0.000 KByte,
process media_handler, 0.000 KByte,0.000 KByte,
*thread GPS_handler.sensor_GPS, *0.000 KByte,*0.000 KByte,
process GPS_handler, 0.000 KByte,0.000 KByte,
*thread navigation.calculate, *0.000 KByte,*0.000 KByte,
*thread navigation.drive, *0.000 KByte,*0.000 KByte,
process navigation, 0.000 KByte,0.000 KByte,
*thread motor_handler.motor_cmd, *0.000 KByte,*0.000 KByte,
*thread motor_handler.motor_feedback, *0.000 KByte,*0.000 KByte,
process motor_handler, 0.000 KByte,0.000 KByte,
*thread arm_handler.arm_cmd, *0.000 KByte,*0.000 KByte,
*thread arm_handler.arm_feedback, *0.000 KByte,*0.000 KByte,
process arm_handler, 0.000 KByte,0.000 KByte,
*thread mission_result_handler.mission_result_handler, *0.000 KByte,*0.000 KByte,
process mission_result_handler, 0.000 KByte,0.000 KByte,
*thread target_identification.target_identification, *0.000 KByte,*0.000 KByte,
process target_identification, 0.000 KByte,0.000 KByte,
*thread radar_handler.radar, *0.000 KByte,*0.000 KByte,
process radar_handler, 0.000 KByte,0.000 KByte,
*data mission_handler.mission_queue, *0.000 KByte,*0.000 KByte,
*thread mission_handler.receive, *0.000 KByte,*0.000 KByte,
*thread mission_handler.queue_management, *0.000 KByte,*0.000 KByte,
*thread mission_handler.forward, *0.000 KByte,*0.000 KByte,
process mission_handler, 0.000 KByte,0.000 KByte,
*thread target_operation.target_operation, *0.000 KByte,*0.000 KByte,
process target_operation, 0.000 KByte,0.000 KByte,
*thread system_controller.decision, *0.000 KByte,*0.000 KByte,
*thread system_controller.result, *0.000 KByte,*0.000 KByte,
process system_controller, 0.000 KByte,0.000 KByte,
*thread state_result_handler.state_result_handler, *0.000 KByte,*0.000 KByte,
process state_result_handler, 0.000 KByte,0.000 KByte,
*thread disk_handler.disk_handler, *0.000 KByte,*0.000 KByte,
process disk_handler, 0.000 KByte,0.000 KByte,
*thread weight_handler.weight, *0.000 KByte,*0.000 KByte,
process weight_handler, 0.000 KByte,0.000 KByte,
Total, 0.000 KByte,
